cfg,N,nq,brier,edge,ref_brier,is_fb,rel,beta_fc,se_fc,vif,dll,round
ForecastBench | Claude-2.1 (scratchpad with freeze values),567,256,0.23312278475387196,-0.1636820877476734,0.06944069700619854,True,2023.9,-0.30816638812694497,0.11341958348775252,1.000492499613768,0.004642458356864421,2024-07-21
ForecastBench | Llama-4-Maverick-17B-128E-Instruct-FP8 (scratchpad with freeze values),414,190,0.11244321345012077,-0.020823358903519905,0.09161985454660086,True,2025.3,-0.36960843792704634,0.3650257389356573,5.182731566626262,0.0015766084266664682,2025-05-11
ForecastBench | Llama-4-Maverick-17B-128E-Instruct-FP8 (scratchpad),414,190,0.14790068599033815,-0.0562808314437373,0.09161985454660086,True,2025.3,-0.5797335591384676,0.17597856899486464,1.7223424075033418,0.013921626770442144,2025-05-11
ForecastBench | Llama-4-Maverick-17B-128E-Instruct-FP8 (zero shot with freeze values),414,190,0.2111531084483206,-0.11953325390171968,0.09161985454660086,True,2025.3,-0.015323838873621118,0.0934155876989985,1.0997412175990233,2.4126009443059645e-05,2025-05-11
ForecastBench | Llama-4-Maverick-17B-128E-Instruct-FP8 (zero shot),414,190,0.235749306763285,-0.14412945221668416,0.09161985454660086,True,2025.3,-0.5240969359370852,0.1322029421359598,1.0351191979611072,0.01578782129009335,2025-05-11
ForecastBench | Llama-4-Scout-17B-16E-Instruct (scratchpad with freeze values),414,190,0.11650049606147343,-0.02488064151487256,0.09161985454660086,True,2025.3,-0.8821854051897212,0.3046413700738124,4.764467612547203,0.00986567195675594,2025-05-11
ForecastBench | Llama-4-Scout-17B-16E-Instruct (scratchpad),414,190,0.1473824009299517,-0.055762546383350826,0.09161985454660086,True,2025.3,-0.724646814992172,0.1502101620742338,1.7425634498384097,0.024908962386503232,2025-05-11
ForecastBench | Llama-4-Scout-17B-16E-Instruct (zero shot with freeze values),414,190,0.1332986189794686,-0.041678764432867735,0.09161985454660086,True,2025.3,-0.5791794327276539,0.25305020611834017,2.4708179251986984,0.01333882619716804,2025-05-11
ForecastBench | Llama-4-Scout-17B-16E-Instruct (zero shot),414,190,0.16632117753623188,-0.07470132298963102,0.09161985454660086,True,2025.3,-0.36887730862917967,0.1574522440091772,1.1524615809651975,0.007903103783390228,2025-05-11
ForecastBench | Meta-Llama-3.1-405B-Instruct-Turbo (scratchpad with freeze values),414,190,0.09992643126258212,-0.008306576715981256,0.09161985454660086,True,2024.6,-0.2932257060329985,0.36997671261860027,9.038098389593168,0.000790567790854435,2025-05-11
ForecastBench | Meta-Llama-3.1-405B-Instruct-Turbo (scratchpad),414,190,0.15377058676932367,-0.06215073222272279,0.09161985454660086,True,2024.6,-1.1290570810223837,0.21642435032863988,1.9182093536539788,0.03769896079654545,2025-05-11
ForecastBench | Meta-Llama-3.1-405B-Instruct-Turbo (zero shot with freeze values),414,190,0.10725427277439613,-0.015634418227795262,0.09161985454660086,True,2024.6,-0.3001263395922191,0.2989565996578411,13.212986801931185,0.0013841028576755635,2025-05-11
ForecastBench | Meta-Llama-3.1-405B-Instruct-Turbo (zero shot),414,190,0.15027356381642512,-0.058653709269824245,0.09161985454660086,True,2024.6,-0.7088620524353182,0.14337619992261183,2.2079259635674116,0.038724380047129636,2025-05-11
ForecastBench | Mistral-Large-2407 (scratchpad with freeze values),414,190,0.12192411706659359,-0.030304262519992735,0.09161985454660086,True,,-0.6999258148749989,0.23983058760963105,4.521343715793708,0.011692779657220683,2025-05-11
ForecastBench | Mistral-Large-2407 (scratchpad),414,190,0.1797305247584541,-0.08811067021185323,0.09161985454660086,True,,-0.9063883673391411,0.16451903019743108,1.6715507360109818,0.033379393027160774,2025-05-11
ForecastBench | Mistral-Large-2407 (zero shot with freeze values),414,190,0.11038974936902052,-0.018769894822419655,0.09161985454660086,True,,-0.8706310915933555,0.20419447587843878,11.946812439669202,0.0156656277502587,2025-05-11
ForecastBench | Mistral-Large-2407 (zero shot),414,190,0.17271938888888888,-0.08109953434228802,0.09161985454660086,True,,-0.8069406494099262,0.14738730110464818,2.156923025245468,0.04747473491144211,2025-05-11
ForecastBench | O4-Mini-2025-04-16 (scratchpad with freeze values),414,190,0.1043118947584541,-0.012692040211853236,0.09161985454660086,True,2025.291095890411,-0.07145008701875967,0.20124164808389705,5.227164422470302,0.0001239897862792603,2025-05-11
ForecastBench | O4-Mini-2025-04-16 (scratchpad),414,190,0.11868528949879226,-0.027065434952191398,0.09161985454660086,True,2025.291095890411,-0.19405366204181698,0.14540725980482774,2.271220202562709,0.0026966959514417863,2025-05-11
ForecastBench | O4-Mini-2025-04-16 (zero shot with freeze values),414,190,0.10364172923202597,-0.012021874685425097,0.09161985454660086,True,2025.291095890411,0.09627150366899236,0.19305285007729128,5.600428374790857,0.0002023390971752304,2025-05-11
ForecastBench | O4-Mini-2025-04-16 (zero shot),414,190,0.12749228043478258,-0.035872425888181736,0.09161985454660086,True,2025.291095890411,-0.2791520246196322,0.12500205708867082,2.2917149012483033,0.007669872925344602,2025-05-11
ForecastBench | Qwen2.5-72B-Instruct-Turbo (scratchpad with freeze values),414,190,0.12060699041952405,-0.0289871358729232,0.09161985454660086,True,2024.7,-0.4402882154190418,0.29458851675919473,3.5709979606294984,0.0027778596262474017,2025-05-11
ForecastBench | Qwen2.5-72B-Instruct-Turbo (scratchpad),414,190,0.16384029951690823,-0.07222044497030734,0.09161985454660086,True,2024.7,-0.8042607584007031,0.17979383486408101,1.8640099793364644,0.02010860737433633,2025-05-11
ForecastBench | Qwen2.5-72B-Instruct-Turbo (zero shot with freeze values),414,190,0.10827388926884346,-0.016654034722242604,0.09161985454660086,True,2024.7,-0.3555044987938907,0.3465867415252179,8.950494001628918,0.0013649226876056022,2025-05-11
ForecastBench | Qwen2.5-72B-Instruct-Turbo (zero shot),414,190,0.16362125603864733,-0.07200140149204647,0.09161985454660086,True,2024.7,-1.0837330870578834,0.20710289668505702,1.9351697828776144,0.04505801991165526,2025-05-11
ForecastBench | Qwen3-235B-A22B-Fp8-Tput (scratchpad with freeze values),414,190,0.10988521233681037,-0.018265357790209515,0.09161985454660086,True,2025.4,0.10267868115194431,0.18817886086048022,4.110241688793811,0.00019986933237064937,2025-05-11
ForecastBench | Qwen3-235B-A22B-Fp8-Tput (scratchpad),414,190,0.15318674942028984,-0.061566894873688986,0.09161985454660086,True,2025.4,-0.4207720204086776,0.1489381249634567,1.5622654838099785,0.010346085478297865,2025-05-11
ForecastBench | Qwen3-235B-A22B-Fp8-Tput (zero shot with freeze values),414,190,0.2418872759319082,-0.15026742138530735,0.09161985454660086,True,2025.4,-0.24883143340073557,0.11103200157072372,1.0028981985841818,0.006160952956363333,2025-05-11
ForecastBench | Qwen3-235B-A22B-Fp8-Tput (zero shot),414,190,0.25410005555555554,-0.16248020100895466,0.09161985454660086,True,2025.4,-0.069110425326012,0.1626722735043941,1.0047435036475285,3.9046664816506905e-05,2025-05-11
ForecastBench | Claude-3-5-Sonnet-20240620 (scratchpad with freeze values),478,212,0.06999588867486872,-0.024907445064871008,0.04508844360999771,True,2024.4687214611872,-0.2173638605465013,0.4307074471376809,3.9604957042524527,0.0002612022058668156,2025-05-25
ForecastBench | Claude-3-5-Sonnet-20240620 (scratchpad),478,212,0.12224007531380753,-0.07715163170380983,0.04508844360999771,True,2024.4687214611872,0.44509832337550415,0.2716729649320893,1.6479716246642495,0.003074682135137069,2025-05-25
ForecastBench | Claude-3-5-Sonnet-20240620 (zero shot with freeze values),478,212,0.07654460981714789,-0.03145616620715019,0.04508844360999771,True,2024.4687214611872,-0.886949926092896,0.3477331300253927,4.587223215603831,0.005523385527904849,2025-05-25
ForecastBench | Claude-3-5-Sonnet-20240620 (zero shot),478,212,0.11064196345188285,-0.06555351984188512,0.04508844360999771,True,2024.4687214611872,0.2839419212095397,0.16035773562300878,1.7229120134645337,0.002789171518256822,2025-05-25
ForecastBench | Claude-3-5-Sonnet-20241022 (scratchpad with freeze values),478,212,0.0681255859510654,-0.02303714234106766,0.04508844360999771,True,2024.8075342465754,-0.44855177159037574,0.26719091236119663,4.259809452042967,0.002029359457561102,2025-05-25
ForecastBench | Claude-3-5-Sonnet-20241022 (scratchpad),478,212,0.0997616599372385,-0.05467321632724079,0.04508844360999771,True,2024.8075342465754,0.45200435762332875,0.234809404701745,1.8638216912134027,0.003938859712092309,2025-05-25
ForecastBench | Claude-3-5-Sonnet-20241022 (zero shot with freeze values),478,212,0.06638795204004262,-0.02129950843004492,0.04508844360999771,True,2024.8075342465754,-0.8035897313183074,0.47902860853061935,6.00830158263144,0.0038297639900562847,2025-05-25
ForecastBench | Claude-3-5-Sonnet-20241022 (zero shot),478,212,0.11067641265690376,-0.06558796904690604,0.04508844360999771,True,2024.8075342465754,0.29294877864746194,0.18556959084422692,1.7200542878729916,0.0027129646067544167,2025-05-25
ForecastBench | Claude-3-7-Sonnet-20250219 (scratchpad with freeze values),478,212,0.054552982548908086,-0.009464538938910364,0.04508844360999771,True,2025.1326484018264,-0.7261687961209762,0.32797935374520054,11.557970598329968,0.002616712372054802,2025-05-25
ForecastBench | Claude-3-7-Sonnet-20250219 (scratchpad),478,212,0.08700411245292888,-0.04191566884293116,0.04508844360999771,True,2025.1326484018264,0.5627477389602584,0.23761974023158716,2.073207027914942,0.005314407371043255,2025-05-25
ForecastBench | Claude-3-7-Sonnet-20250219 (zero shot with freeze values),478,212,0.06561037573598326,-0.020521932125985545,0.04508844360999771,True,2025.1326484018264,-0.8996705856277297,0.5529579461040689,6.548958070689968,0.005241628268188388,2025-05-25
ForecastBench | Claude-3-7-Sonnet-20250219 (zero shot),478,212,0.11421215376569038,-0.06912371015569266,0.04508844360999771,True,2025.1326484018264,0.4196793059237851,0.2245066734281349,1.7085320175830558,0.004134619788920205,2025-05-25
ForecastBench | Claude-3-Haiku-20240307 (scratchpad with freeze values),478,212,0.21865111600941423,-0.17356267239941653,0.04508844360999771,True,2024.1831050228311,-0.23862100311920587,0.29090788426219283,1.2093061988166958,0.0004885315672774666,2025-05-25
ForecastBench | Claude-3-Haiku-20240307 (scratchpad),478,212,0.2712110878661088,-0.2261226442561111,0.04508844360999771,True,2024.1831050228311,-1.4152684888901734,0.5112455518534412,1.0228340882165896,0.010079584622692019,2025-05-25
ForecastBench | Claude-3-Haiku-20240307 (zero shot with freeze values),478,212,0.16518349502897275,-0.120095051418975,0.04508844360999771,True,2024.1831050228311,-0.6261382845392393,0.2808367969891253,1.255032413246833,0.005059947840075632,2025-05-25
ForecastBench | Claude-3-Haiku-20240307 (zero shot),478,212,0.2331223849372385,-0.18803394132724077,0.04508844360999771,True,2024.1831050228311,-0.924669975519127,0.276755211095175,1.0021063334096325,0.006086035742484713,2025-05-25
ForecastBench | Claude-3-Opus-20240229 (scratchpad with freeze values),478,212,0.09085446535753139,-0.045766021747533664,0.04508844360999771,True,2024.1600456621004,0.1808504361236375,0.2795599479494061,2.771443690295043,0.00025322609996167485,2025-05-25
ForecastBench | Claude-3-Opus-20240229 (scratchpad),478,212,0.13490787238493723,-0.08981942877493952,0.04508844360999771,True,2024.1600456621004,0.49484977008882963,0.3279619444132258,1.6530359189208685,0.002532027114964168,2025-05-25
ForecastBench | Claude-3-Opus-20240229 (zero shot with freeze values),478,212,0.06336833639300926,-0.018279892783011554,0.04508844360999771,True,2024.1600456621004,-1.6466352630330692,0.5573803809836827,7.05970975820304,0.010576520980099383,2025-05-25
ForecastBench | Claude-3-Opus-20240229 (zero shot),478,212,0.10041467629707114,-0.05532623268707341,0.04508844360999771,True,2024.1600456621004,0.4647349625135871,0.22807147384890697,1.851082270686853,0.00600540864289828,2025-05-25
ForecastBench | GPT-4-Turbo-2024-04-09 (scratchpad with freeze values),478,212,0.07648838431651887,-0.03139994070652115,0.04508844360999771,True,2024.271917808219,0.2364108770403352,0.24367963090230457,3.6916436001314032,0.0009791845144359163,2025-05-25
ForecastBench | GPT-4-Turbo-2024-04-09 (scratchpad),478,212,0.1377429513598326,-0.09265450774983493,0.04508844360999771,True,2024.271917808219,0.3945286812699585,0.2559927497872527,1.4591876679267495,0.002547201155665644,2025-05-25
ForecastBench | GPT-4-Turbo-2024-04-09 (zero shot with freeze values),478,212,0.06358595148782047,-0.018497507877822752,0.04508844360999771,True,2024.271917808219,0.2066584594235638,0.21596979037624447,7.984377814995175,0.001463278977949274,2025-05-25
ForecastBench | GPT-4-Turbo-2024-04-09 (zero shot),478,212,0.10480518610878661,-0.059716742498788895,0.04508844360999771,True,2024.271917808219,0.3455874529512746,0.1864693348422129,1.8303353198755214,0.00365323741456699,2025-05-25
ForecastBench | GPT-4.1-2025-04-14 (scratchpad with freeze values),478,212,0.06176976073709022,-0.016681317127092504,0.04508844360999771,True,2025.285616438356,-1.0352271069800143,0.34191056870606307,7.780699513870706,0.006003496324780888,2025-05-25
ForecastBench | GPT-4.1-2025-04-14 (scratchpad),478,212,0.08934553734832634,-0.044257093738328646,0.04508844360999771,True,2025.285616438356,0.2147528900562148,0.17115571469881047,2.0411876595418503,0.0019738700124765037,2025-05-25
ForecastBench | GPT-4.1-2025-04-14 (zero shot with freeze values),478,212,0.07171725120007802,-0.026628807590080298,0.04508844360999771,True,2025.285616438356,-1.4899380407816083,0.5893586260849863,5.409219103591664,0.009371949902442686,2025-05-25
ForecastBench | GPT-4.1-2025-04-14 (zero shot),478,212,0.09384698744769873,-0.048758543837701035,0.04508844360999771,True,2025.285616438356,0.3118913345077508,0.12954021107716063,1.9433846769412935,0.005704554875906449,2025-05-25
ForecastBench | GPT-4o-2024-05-13 (scratchpad with freeze values),478,212,0.060646845192981955,-0.015558401582984242,0.04508844360999771,True,2024.366210045662,-0.3545884693661152,0.40297364741692876,5.964309257700823,0.0005577221176807435,2025-05-25
ForecastBench | GPT-4o-2024-05-13 (scratchpad),478,212,0.11786700732217574,-0.07277856371217802,0.04508844360999771,True,2024.366210045662,0.4198216379001668,0.2208486001313032,1.6799994725809746,0.0023799365021887793,2025-05-25
ForecastBench | GPT-4o-2024-05-13 (zero shot with freeze values),478,212,0.12035357245327412,-0.07526512884327641,0.04508844360999771,True,2024.366210045662,-0.7869379775140479,0.2857240176493329,2.5095143672362243,0.011977270518923585,2025-05-25
ForecastBench | GPT-4o-2024-05-13 (zero shot),478,212,0.13056528033472803,-0.0854768367247303,0.04508844360999771,True,2024.366210045662,0.21069720219483085,0.16999794405925997,1.5230074066131403,0.0014727553655190736,2025-05-25
ForecastBench | Llama-3.2-3B-Instruct-Turbo (scratchpad with freeze values),478,212,0.2775356559299224,-0.23244721231992468,0.04508844360999771,True,2024.8,-0.21791673778156,0.1615654056278067,1.0154682905775057,0.0010770109580603077,2025-05-25
ForecastBench | Llama-3.2-3B-Instruct-Turbo (scratchpad),478,212,0.286732800083682,-0.24164435647368432,0.04508844360999771,True,2024.8,-0.20361267433341493,0.21116523423695321,1.001179071457479,0.0006128087320719015,2025-05-25
ForecastBench | Llama-3.2-3B-Instruct-Turbo (zero shot with freeze values),478,212,0.19178232941992607,-0.14669388580992837,0.04508844360999771,True,2024.8,-0.041128239421563254,0.10566547995716813,1.0222589168522005,0.00018235755418340678,2025-05-25
ForecastBench | Llama-3.2-3B-Instruct-Turbo (zero shot),478,212,0.20267810878661086,-0.15758966517661316,0.04508844360999771,True,2024.8,0.06937567023822738,0.13544438901573122,1.002530442819956,0.00035094116562604566,2025-05-25
ForecastBench | Llama-3.3-70B-Instruct-Turbo (scratchpad with freeze values),478,212,0.06189871428886211,-0.016810270678864397,0.04508844360999771,True,2024.95,-0.3458619424444964,0.46243775719854896,6.643751943994058,0.0005430002582512048,2025-05-25
ForecastBench | Llama-3.3-70B-Instruct-Turbo (scratchpad),478,212,0.11650699267782427,-0.07141854906782655,0.04508844360999771,True,2024.95,1.1325624028743326,0.3967198845257001,1.5356230217619975,0.011080480754148511,2025-05-25
ForecastBench | Llama-3.3-70B-Instruct-Turbo (zero shot with freeze values),478,212,0.07324284811958895,-0.028154404509591238,0.04508844360999771,True,2024.95,0.3491268202094659,0.15944772806380328,3.5231739269238367,0.004073495744228471,2025-05-25
ForecastBench | Llama-3.3-70B-Instruct-Turbo (zero shot),478,212,0.10434824686192469,-0.05925980325192697,0.04508844360999771,True,2024.95,0.46269201427587264,0.2086835946769077,1.667722532746398,0.004973227068727981,2025-05-25
ForecastBench | Llama-4-Maverick-17B-128E-Instruct-FP8 (scratchpad with freeze values),478,212,0.07511556027084727,-0.030027116660849566,0.04508844360999771,True,2025.3,-1.2235481135509034,0.5669886505691945,4.03210714708536,0.005949281554960137,2025-05-25
ForecastBench | Llama-4-Maverick-17B-128E-Instruct-FP8 (scratchpad),478,212,0.13269020005230125,-0.08760175644230354,0.04508844360999771,True,2025.3,0.403410457719845,0.36481110243087644,1.5429323982615617,0.0017391529469741142,2025-05-25
ForecastBench | Llama-4-Maverick-17B-128E-Instruct-FP8 (zero shot with freeze values),478,212,0.18618067450657694,-0.14109223089657924,0.04508844360999771,True,2025.3,-0.2569922867604543,0.19123984708353664,1.0664343456560719,0.002582500212692297,2025-05-25
ForecastBench | Llama-4-Maverick-17B-128E-Instruct-FP8 (zero shot),478,212,0.2098180962343096,-0.16472965262431188,0.04508844360999771,True,2025.3,0.6128384650529674,0.2563555182461704,1.0194751217418079,0.003342147400504909,2025-05-25
ForecastBench | Llama-4-Scout-17B-16E-Instruct (scratchpad with freeze values),478,212,0.07806032166735984,-0.03297187805736212,0.04508844360999771,True,2025.3,-0.6887519661835159,0.40799748960822413,3.5125265710584057,0.002582504406954432,2025-05-25
ForecastBench | Llama-4-Scout-17B-16E-Instruct (scratchpad),478,212,0.12567965141213389,-0.08059120780213617,0.04508844360999771,True,2025.3,0.44197706823390454,0.3299523947952108,1.458716840434473,0.0028127396921692484,2025-05-25
ForecastBench | Llama-4-Scout-17B-16E-Instruct (zero shot with freeze values),478,212,0.1298994458228788,-0.0848110022128811,0.04508844360999771,True,2025.3,-1.0143080772494213,0.3419812370712613,1.6592163792846248,0.015731455053291,2025-05-25
ForecastBench | Llama-4-Scout-17B-16E-Instruct (zero shot),478,212,0.1648461140167364,-0.11975767040673868,0.04508844360999771,True,2025.3,-0.23131820484484977,0.20096813434778443,1.0817729609491933,0.0012216143286888001,2025-05-25
ForecastBench | Meta-Llama-3.1-405B-Instruct-Turbo (scratchpad with freeze values),478,212,0.06613795043912134,-0.021049506829123623,0.04508844360999771,True,2024.6,0.012704422957775494,0.5380614934550526,4.1810269943604625,7.648239221008448e-07,2025-05-25
ForecastBench | Meta-Llama-3.1-405B-Instruct-Turbo (scratchpad),478,212,0.11647789382845188,-0.07138945021845416,0.04508844360999771,True,2024.6,1.29860249527264,0.3789901502636712,1.6203529938485397,0.01384093165582373,2025-05-25
ForecastBench | Meta-Llama-3.1-405B-Instruct-Turbo (zero shot with freeze values),478,212,0.059513822584466525,-0.014425378974468809,0.04508844360999771,True,2024.6,0.5877207190278302,0.1864005407984249,5.796810950648367,0.007947086653024455,2025-05-25
ForecastBench | Meta-Llama-3.1-405B-Instruct-Turbo (zero shot),478,212,0.09612942849372384,-0.05104098488372613,0.04508844360999771,True,2024.6,0.713734893310035,0.21053048494481705,1.871271285032746,0.014011147959965265,2025-05-25
ForecastBench | Mistral-Large-2407 (scratchpad with freeze values),478,212,0.08514046352627928,-0.040052019916281566,0.04508844360999771,True,,-0.30162993065430976,0.24433084414158263,3.1505811716447756,0.0010527401118532826,2025-05-25
ForecastBench | Mistral-Large-2407 (scratchpad),478,212,0.15266352062761507,-0.10757507701761736,0.04508844360999771,True,,0.4369452264314981,0.20967666190907122,1.472648309152764,0.0030719179808583095,2025-05-25
ForecastBench | Mistral-Large-2407 (zero shot with freeze values),478,212,0.06508959117698253,-0.020001147566984817,0.04508844360999771,True,,-0.44072280649707957,0.5730035882424384,8.209339506991457,0.0011615528158649604,2025-05-25
ForecastBench | Mistral-Large-2407 (zero shot),478,212,0.11541178451882844,-0.07032334090883073,0.04508844360999771,True,,0.5360693225907823,0.15340850057885502,1.8338046165358286,0.011546805915624408,2025-05-25
ForecastBench | O4-Mini-2025-04-16 (scratchpad with freeze values),478,212,0.06313695293974896,-0.018048509329751234,0.04508844360999771,True,2025.291095890411,0.44780999663416954,0.3088879878084945,4.157588189251139,0.0029500179366104638,2025-05-25
ForecastBench | O4-Mini-2025-04-16 (scratchpad),478,212,0.0884632970711297,-0.043374853461131985,0.04508844360999771,True,2025.291095890411,0.4928343831870062,0.21169233339074084,1.8951780899111181,0.007316119179773842,2025-05-25
ForecastBench | O4-Mini-2025-04-16 (zero shot with freeze values),478,212,0.06680721048464355,-0.021718766874645846,0.04508844360999771,True,2025.291095890411,-0.08136327385244436,0.3938557684621424,4.70539111058661,7.63923499008477e-05,2025-05-25
ForecastBench | O4-Mini-2025-04-16 (zero shot),478,212,0.0862154117834728,-0.04112696817347509,0.04508844360999771,True,2025.291095890411,0.2921937115716935,0.1699629353825637,2.1004611515794385,0.003161937854015492,2025-05-25
ForecastBench | Qwen2.5-72B-Instruct-Turbo (scratchpad with freeze values),478,212,0.07715149663314504,-0.032063053023147325,0.04508844360999771,True,2024.7,-0.18753195049407645,0.4660738998543041,3.4676978499716675,0.00019194538753359468,2025-05-25
ForecastBench | Qwen2.5-72B-Instruct-Turbo (scratchpad),478,212,0.1328482207112971,-0.08775977710129934,0.04508844360999771,True,2024.7,0.18911618591190846,0.3038533775313514,1.6743072030484898,0.00044635442261150605,2025-05-25
ForecastBench | Qwen2.5-72B-Instruct-Turbo (zero shot with freeze values),478,212,0.07332244603934371,-0.028234002429345994,0.04508844360999771,True,2024.7,-1.3565839756989886,0.5621524434368472,4.326717614359102,0.007965634792918546,2025-05-25
ForecastBench | Qwen2.5-72B-Instruct-Turbo (zero shot),478,212,0.12797803347280332,-0.08288958986280565,0.04508844360999771,True,2024.7,0.1729917445925983,0.2013648166600964,1.6006074107050445,0.0006738923049175547,2025-05-25
ForecastBench | Qwen3-235B-A22B-Fp8-Tput (scratchpad with freeze values),478,212,0.06761807074437343,-0.022529627134375712,0.04508844360999771,True,2025.4,0.1625928320147732,0.30804621690390754,5.603930690491452,0.0002603982054415723,2025-05-25
ForecastBench | Qwen3-235B-A22B-Fp8-Tput (scratchpad),478,212,0.12178271179916318,-0.07669426818916547,0.04508844360999771,True,2025.4,0.33730947437992176,0.31119109511496934,1.5432637483273843,0.0022971265769896328,2025-05-25
ForecastBench | Qwen3-235B-A22B-Fp8-Tput (zero shot with freeze values),478,212,0.23391753533995815,-0.18882909172996043,0.04508844360999771,True,2025.4,-0.2599319851306771,0.1933351787175398,1.0035649282576948,0.0015191885755467982,2025-05-25
ForecastBench | Qwen3-235B-A22B-Fp8-Tput (zero shot),478,212,0.24568472803347283,-0.20059628442347507,0.04508844360999771,True,2025.4,0.2892440112157808,0.3418909282087102,1.003783048557355,0.0001171083597788261,2025-05-25
ForecastBench | Claude-3-5-Sonnet-20240620 (scratchpad with freeze values),461,201,0.08680191872169685,-0.021597198796915983,0.06520471992478087,True,2024.4687214611872,-0.25311767425021753,0.4021207344335877,4.542662898777516,0.0007218891579099163,2025-06-08
ForecastBench | Claude-3-5-Sonnet-20240620 (scratchpad),461,201,0.15454461605206074,-0.08933989612727986,0.06520471992478087,True,2024.4687214611872,-0.19644847299462478,0.12484380839633798,1.4536044186998625,0.0013227714638299145,2025-06-08
ForecastBench | Claude-3-5-Sonnet-20240620 (zero shot with freeze values),461,201,0.09366602166115198,-0.028461301736371108,0.06520471992478087,True,2024.4687214611872,-0.054222411737125185,0.1457799674530638,3.9066013992851882,0.00015096800289684853,2025-06-08
ForecastBench | Claude-3-5-Sonnet-20240620 (zero shot),461,201,0.16080161572668114,-0.09559689580190024,0.06520471992478087,True,2024.4687214611872,-0.14359540471619983,0.11671867212015467,1.443602926048353,0.0013422347695196822,2025-06-08
ForecastBench | Claude-3-Haiku-20240307 (scratchpad with freeze values),461,201,0.2341934782429501,-0.16898875831816923,0.06520471992478087,True,2024.1831050228311,-0.45183788143763304,0.24805627049056855,1.2210376171133395,0.00424064574486196,2025-06-08
ForecastBench | Claude-3-Haiku-20240307 (scratchpad),461,201,0.2833080260303688,-0.21810330610558792,0.06520471992478087,True,2024.1831050228311,-0.7542005339057599,0.30008069988552816,1.0018184019468885,0.005657651981040783,2025-06-08
ForecastBench | Claude-3-Haiku-20240307 (zero shot with freeze values),461,201,0.17657496000172818,-0.1113702400769473,0.06520471992478087,True,2024.1831050228311,0.14472333548747643,0.15379042233571957,1.0971815381237704,0.001216384037515316,2025-06-08
ForecastBench | Claude-3-Haiku-20240307 (zero shot),461,201,0.23885574837310197,-0.1736510284483211,0.06520471992478087,True,2024.1831050228311,-0.44199843844408815,0.19174973340051968,1.0000113293129305,0.0028608034732258147,2025-06-08
ForecastBench | Claude-3-Opus-20240229 (scratchpad with freeze values),461,201,0.11944048311074902,-0.05423576318596816,0.06520471992478087,True,2024.1600456621004,-0.03803628390731808,0.22715151840077882,2.557959743025783,2.496635638359578e-05,2025-06-08
ForecastBench | Claude-3-Opus-20240229 (scratchpad),461,201,0.1696690390455531,-0.10446431912077228,0.06520471992478087,True,2024.1600456621004,-0.11846725000080956,0.15740957593516716,1.3942387765300914,0.00031572856219656495,2025-06-08
ForecastBench | Claude-3-Opus-20240229 (zero shot with freeze values),461,201,0.0841665797945939,-0.01896185986981303,0.06520471992478087,True,2024.1600456621004,-0.007837237865547074,0.2530613018064132,6.13636936752064,1.5092167034984052e-06,2025-06-08
ForecastBench | Claude-3-Opus-20240229 (zero shot),461,201,0.15766470462039045,-0.09245998469560958,0.06520471992478087,True,2024.1600456621004,-0.14072145773513917,0.10163672455800711,1.4958598733241537,0.0015253933095924054,2025-06-08
ForecastBench | GPT-4-Turbo-2024-04-09 (scratchpad with freeze values),461,201,0.08888280443212647,-0.0236780845073456,0.06520471992478087,True,2024.271917808219,-0.11647691507187714,0.2881187322678642,4.847209231217608,0.0002729092866665848,2025-06-08
ForecastBench | GPT-4-Turbo-2024-04-09 (scratchpad),461,201,0.15641718742407806,-0.09121246749929722,0.06520471992478087,True,2024.271917808219,0.10043180764863507,0.18831696540785256,1.2961126908291771,0.00029271543628933634,2025-06-08
ForecastBench | GPT-4-Turbo-2024-04-09 (zero shot with freeze values),461,201,0.07032455695712231,-0.0051198370323414346,0.06520471992478087,True,2024.271917808219,0.2661990299668063,0.2249143219701803,6.512374435602396,0.0042777132888462705,2025-06-08
ForecastBench | GPT-4-Turbo-2024-04-09 (zero shot),461,201,0.14255681007049892,-0.07735209014571805,0.06520471992478087,True,2024.271917808219,-0.014735249469927724,0.13390522547455413,1.4624273936112067,1.3877435740208248e-05,2025-06-08
ForecastBench | GPT-4o-2024-05-13 (scratchpad with freeze values),461,201,0.08735708298960142,-0.022152363064820536,0.06520471992478087,True,2024.366210045662,-0.34153035232479684,0.3652823175592776,5.934541918810945,0.0015640654346106703,2025-06-08
ForecastBench | GPT-4o-2024-05-13 (scratchpad),461,201,0.16398503470715836,-0.09878031478237749,0.06520471992478087,True,2024.366210045662,-0.3003618425714119,0.16027089539720538,1.3890982512779815,0.0028763284438558575,2025-06-08
ForecastBench | GPT-4o-2024-05-13 (zero shot with freeze values),461,201,0.14298947783408253,-0.07778475790930164,0.06520471992478087,True,2024.366210045662,-0.31444861374306526,0.17028823779406324,2.0524370643077448,0.005121460656904925,2025-06-08
ForecastBench | GPT-4o-2024-05-13 (zero shot),461,201,0.18120845986984813,-0.1160037399450673,0.06520471992478087,True,2024.366210045662,-0.11060391435772449,0.20856628637584054,1.1868040140959546,0.00047771658153397743,2025-06-08
ForecastBench | Llama-3-70b-Chat-Hf (scratchpad with freeze values),461,201,0.10738373047722341,-0.042179010552442546,0.06520471992478087,True,2024.3,0.0007520413008615012,0.24560886418134756,2.8450922597463486,8.982117516865235e-09,2025-06-08
